"","countyname","depth_to_water","town","date","ID","countycode","township","geometry","year2","depth","long","lat"
"1","Ford",-37.91,"Minneola",2006-01-08,372906100072002,57,29,c(-100.123595, 37.487889),"2006","71-0",-100.123595,37.487889
"2","Ford",-38.27,"Minneola",2007-01-12,372906100072002,57,29,c(-100.123595, 37.487889),"2007","71-0",-100.123595,37.487889
"3","Ford",-36.49,"Minneola",2008-01-03,372906100072002,57,29,c(-100.123595, 37.487889),"2008","71-0",-100.123595,37.487889
"4","Ford",-39.99,"Minneola",2009-01-12,372906100072002,57,29,c(-100.123595, 37.487889),"2009","71-0",-100.123595,37.487889
"5","Ford",-41.68,"Minneola",2010-01-20,372906100072002,57,29,c(-100.123595, 37.487889),"2010","71-0",-100.123595,37.487889
"6","Ford",-43.77,"Minneola",2011-01-14,372906100072002,57,29,c(-100.123595, 37.487889),"2011","71-0",-100.123595,37.487889
"7","Ford",-49.7,"Minneola",2012-01-19,372906100072002,57,29,c(-100.123595, 37.487889),"2012","71-0",-100.123595,37.487889
"8","Ford",-52.99,"Minneola",2013-01-17,372906100072002,57,29,c(-100.123595, 37.487889),"2013","71-0",-100.123595,37.487889
"9","Ford",-54.57,"Minneola",2014-01-06,372906100072002,57,29,c(-100.123595, 37.487889),"2014","71-0",-100.123595,37.487889
"10","Ford",-55.42,"Minneola",2015-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2015","71-0",-100.123595,37.487889
"11","Ford",-54.64,"Minneola",2016-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2016","71-0",-100.123595,37.487889
"12","Ford",-52.1,"Minneola",2017-01-06,372906100072002,57,29,c(-100.123595, 37.487889),"2017","71-0",-100.123595,37.487889
"13","Ford",-48.57,"Minneola",2018-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2018","71-0",-100.123595,37.487889
"14","Ford",-47.92,"Minneola",2018-02-20,372906100072002,57,29,c(-100.123595, 37.487889),"2018","71-0",-100.123595,37.487889
"15","Ford",-52.09,"Minneola",2019-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2019","71-0",-100.123595,37.487889
"16","Ford",-53.64,"Minneola",2020-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2020","71-0",-100.123595,37.487889
"17","Ford",-55.19,"Minneola",2021-01-07,372906100072002,57,29,c(-100.123595, 37.487889),"2021","71-0",-100.123595,37.487889
"18","Ford",-55.7,"Minneola",2022-01-06,372906100072002,57,29,c(-100.123595, 37.487889),"2022","71-0",-100.123595,37.487889
"19","Ford",-58.43,"Minneola",2023-01-06,372906100072002,57,29,c(-100.123595, 37.487889),"2023","71-0",-100.123595,37.487889
"20","Ford",-56.7,"Minneola",2024-01-05,372906100072002,57,29,c(-100.123595, 37.487889),"2024","71-0",-100.123595,37.487889
"21","Ford",-140.58,"FORT DODGE SW",1988-03-21,373652099575901,57,28,c(-99.969991, 37.619051),"1988","143-72",-99.969991,37.619051
"22","Ford",-146.89,"FORT DODGE SW",1988-06-14,373652099575901,57,28,c(-99.969991, 37.619051),"1988","215-144",-99.969991,37.619051
"23","Ford",-155.26,"FORT DODGE SW",1988-09-16,373652099575901,57,28,c(-99.969991, 37.619051),"1988","215-144",-99.969991,37.619051
"24","Ford",-142.75,"FORT DODGE SW",1988-12-05,373652099575901,57,28,c(-99.969991, 37.619051),"1988","143-72",-99.969991,37.619051
"25","Ford",-142.2,"FORT DODGE SW",1989-03-20,373652099575901,57,28,c(-99.969991, 37.619051),"1989","143-72",-99.969991,37.619051
"26","Ford",-145.4,"FORT DODGE SW",1989-06-14,373652099575901,57,28,c(-99.969991, 37.619051),"1989","215-144",-99.969991,37.619051
"27","Ford",-144.64,"FORT DODGE SW",1989-09-26,373652099575901,57,28,c(-99.969991, 37.619051),"1989","215-144",-99.969991,37.619051
"28","Ford",-143.35,"FORT DODGE SW",1989-12-19,373652099575901,57,28,c(-99.969991, 37.619051),"1989","143-72",-99.969991,37.619051
"29","Ford",-142.57,"FORT DODGE SW",1990-03-22,373652099575901,57,28,c(-99.969991, 37.619051),"1990","143-72",-99.969991,37.619051
"30","Ford",-147.99,"FORT DODGE SW",1990-09-10,373652099575901,57,28,c(-99.969991, 37.619051),"1990","215-144",-99.969991,37.619051
"31","Ford",-144.36,"FORT DODGE SW",1990-12-18,373652099575901,57,28,c(-99.969991, 37.619051),"1990","215-144",-99.969991,37.619051
"32","Ford",-146.31,"FORT DODGE SW",1991-03-21,373652099575901,57,28,c(-99.969991, 37.619051),"1991","215-144",-99.969991,37.619051
